tripid,starttime,stoptime,bikeid,duration,from,to,identifies,birthyear
Tr10414856,6/30/2016 14:00,6/30/2016 14:26,B5884,1568,49,127,Male,1960
Tr10414748,6/30/2016 13:54,6/30/2016 13:58,B2465,256,66,71,Male,1991
Tr10414633,6/30/2016 13:47,6/30/2016 14:11,B4252,1402,6,177,,
Tr10414517,6/30/2016 13:41,6/30/2016 14:18,B3022,2246,2,35,,
Tr10414370,6/30/2016 13:33,6/30/2016 13:44,B5787,694,110,174,Female,1969
Tr10414245,6/30/2016 13:26,6/30/2016 13:29,B3526,215,225,113,,
Tr10414104,6/30/2016 13:17,6/30/2016 13:30,B5777,760,126,85,,
Tr10413975,6/30/2016 13:10,6/30/2016 13:19,B1414,525,77,74,Male,1982
Tr10413865,6/30/2016 13:02,6/30/2016 13:11,B5376,542,196,35,,
Tr10413746,6/30/2016 12:53,6/30/2016 13:17,B2442,1438,34,85,,
Tr10413632,6/30/2016 12:46,6/30/2016 13:03,B2890,1027,69,44,Female,1964
Tr10413507,6/30/2016 12:38,6/30/2016 12:45,B4450,379,250,115,Female,1961
Tr10413395,6/30/2016 12:30,6/30/2016 12:55,B2438,1455,145,35,,
Tr10413280,6/30/2016 12:23,6/30/2016 13:01,B3099,2287,255,341,,
Tr10413164,6/30/2016 12:18,6/30/2016 12:25,B5373,445,109,91,Female,1965
Tr10413017,6/30/2016 12:10,6/30/2016 12:20,B648,591,56,75,Male,1986
Tr10412887,6/30/2016 12:03,6/30/2016 12:06,B3335,157,176,140,Male,1955
Tr10412747,6/30/2016 11:54,6/30/2016 12:07,B3224,766,114,296,,
Tr10412620,6/30/2016 11:46,6/30/2016 11:52,B2498,381,51,96,Male,1962
Tr10412509,6/30/2016 11:39,6/30/2016 12:25,B1821,2774,76,76,,
Tr10412384,6/30/2016 11:30,6/30/2016 11:40,B4193,601,39,66,Male,1966
Tr10412247,6/30/2016 11:20,6/30/2016 11:23,B1592,197,91,192,Male,1986
Tr10412117,6/30/2016 11:11,6/30/2016 11:15,B4136,238,205,208,Male,1988
Tr10411995,6/30/2016 11:02,6/30/2016 11:21,B5808,1144,85,313,Male,1985
Tr10411872,6/30/2016 10:50,6/30/2016 10:56,B999,340,53,133,Male,1954
Tr10411739,6/30/2016 10:39,6/30/2016 11:06,B3402,1588,35,34,,
Tr10411616,6/30/2016 10:28,6/30/2016 10:31,B5858,167,283,36,Male,1951
Tr10411463,6/30/2016 10:17,6/30/2016 10:36,B2970,1120,422,420,,
Tr10411317,6/30/2016 10:08,6/30/2016 10:27,B3425,1171,194,6,,
Tr10411170,6/30/2016 9:55,6/30/2016 10:01,B2750,348,134,71,Male,1991
Tr10411040,6/30/2016 9:44,6/30/2016 9:59,B5830,912,458,323,Female,1991
Tr10410917,6/30/2016 9:35,6/30/2016 9:44,B4104,571,321,81,Male,1964
Tr10410797,6/30/2016 9:26,6/30/2016 9:57,B4704,1863,131,283,Male,1983
Tr10410676,6/30/2016 9:17,6/30/2016 9:21,B551,221,47,81,Female,1970
Tr10410554,6/30/2016 9:11,6/30/2016 9:19,B642,483,130,58,Male,1972
Tr10410417,6/30/2016 9:05,6/30/2016 9:49,B523,2611,179,179,,
Tr10410254,6/30/2016 8:59,6/30/2016 9:10,B1520,640,59,36,Male,1980
Tr10410113,6/30/2016 8:54,6/30/2016 8:56,B2179,162,39,45,Male,1977
Tr10409993,6/30/2016 8:49,6/30/2016 9:12,B2136,1335,175,212,Female,1985
Tr10409868,6/30/2016 8:45,6/30/2016 8:53,B3076,459,36,100,Male,1973
Tr10409738,6/30/2016 8:42,6/30/2016 9:13,B4536,1859,447,478,Female,1989
Tr10409607,6/30/2016 8:36,6/30/2016 8:41,B3644,267,451,453,Male,1988
Tr10409494,6/30/2016 8:33,6/30/2016 8:52,B5038,1150,304,113,Female,1963
Tr10409384,6/30/2016 8:29,6/30/2016 8:32,B2202,218,77,198,Male,1958
Tr10409268,6/30/2016 8:25,6/30/2016 8:46,B1203,1260,69,77,Male,1974
Tr10409142,6/30/2016 8:20,6/30/2016 8:29,B1209,527,321,287,Female,1989
Tr10409021,6/30/2016 8:16,6/30/2016 8:20,B1119,218,174,98,Male,1961
Tr10408891,6/30/2016 8:12,6/30/2016 8:27,B3296,925,118,287,Male,1979
Tr10408776,6/30/2016 8:08,6/30/2016 8:23,B3672,895,288,74,Female,1991
Tr10408668,6/30/2016 8:04,6/30/2016 8:10,B4875,390,44,96,Male,1974
Tr10408553,6/30/2016 8:00,6/30/2016 8:09,B5773,532,43,77,Male,1985
Tr10408419,6/30/2016 7:56,6/30/2016 8:03,B2236,432,66,81,Male,1989
Tr10408282,6/30/2016 7:51,6/30/2016 8:01,B1731,605,74,49,Male,1983
Tr10408164,6/30/2016 7:47,6/30/2016 7:51,B3269,273,327,302,Female,1967
Tr10408050,6/30/2016 7:42,6/30/2016 8:04,B2060,1276,376,261,Female,1952
Tr10407942,6/30/2016 7:37,6/30/2016 7:54,B2426,1016,258,92,Male,1983
Tr10407658,6/30/2016 7:33,6/30/2016 7:45,B5035,744,110,287,Male,1984
Tr10407539,6/30/2016 7:27,6/30/2016 7:58,B5143,1852,26,26,,
Tr10407426,6/30/2016 7:22,6/30/2016 7:30,B2336,434,191,39,Female,1982
Tr10407312,6/30/2016 7:17,6/30/2016 7:22,B5005,346,36,134,Male,1962
Tr10407192,6/30/2016 7:11,6/30/2016 7:15,B5303,253,233,91,Male,1967
Tr10407084,6/30/2016 7:03,6/30/2016 7:13,B4634,581,125,286,Male,1988
Tr10406945,6/30/2016 6:54,6/30/2016 7:14,B2553,1233,157,35,Female,1968
Tr10406831,6/30/2016 6:45,6/30/2016 6:48,B204,183,219,58,Male,1988
Tr10406726,6/30/2016 6:35,6/30/2016 6:52,B1360,999,94,142,Male,1991
Tr10406617,6/30/2016 6:21,6/30/2016 6:26,B812,296,296,115,Male,1951
Tr10406499,6/30/2016 6:08,6/30/2016 6:12,B2968,202,191,36,Male,1958
Tr10406390,6/30/2016 5:45,6/30/2016 5:58,B3521,820,245,117,Female,1989
Tr10406281,6/30/2016 3:58,6/30/2016 4:00,B3130,131,41,33,Male,1983
Tr10406175,6/30/2016 0:30,6/30/2016 0:49,B4584,1154,210,135,Male,1987
Tr10426606,6/30/2016 23:45,6/30/2016 23:47,B3976,142,123,259,Male,1985
Tr10426491,6/30/2016 23:15,7/1/2016 2:05,B3115,10178,506,506,,
Tr10426363,6/30/2016 22:57,6/30/2016 23:07,B1550,572,292,243,,
Tr10426222,6/30/2016 22:36,6/30/2016 22:45,B2406,552,268,113,Male,1990
Tr10426086,6/30/2016 22:22,6/30/2016 22:49,B2881,1595,90,171,Male,1986
Tr10425945,6/30/2016 22:10,6/30/2016 22:22,B5839,715,254,465,Male,1990
Tr10425808,6/30/2016 21:56,6/30/2016 22:00,B1917,242,28,289,Male,1991
Tr10425691,6/30/2016 21:44,6/30/2016 21:46,B707,98,66,77,Male,1963
Tr10425582,6/30/2016 21:34,6/30/2016 22:20,B3087,2799,301,220,Female,1983
Tr10425446,6/30/2016 21:22,6/30/2016 21:33,B2887,683,354,467,Male,1983
Tr10425327,6/30/2016 21:13,6/30/2016 21:38,B304,1510,100,296,Male,1967
Tr10425183,6/30/2016 21:03,6/30/2016 21:07,B1312,230,71,198,Male,1970
Tr10425053,6/30/2016 20:54,6/30/2016 21:16,B3686,1344,99,3,,
Tr10424928,6/30/2016 20:45,6/30/2016 20:55,B2409,561,508,499,Male,1984
Tr10424819,6/30/2016 20:37,6/30/2016 20:54,B5167,1035,342,210,Female,1992
Tr10424690,6/30/2016 20:28,6/30/2016 20:43,B5154,864,303,294,Female,1984
Tr10424556,6/30/2016 20:20,6/30/2016 20:30,B3248,630,195,255,Male,1972
Tr10424429,6/30/2016 20:13,6/30/2016 20:34,B4857,1293,100,305,Female,1993
Tr10424295,6/30/2016 20:05,6/30/2016 20:09,B632,269,55,22,Male,1992
Tr10424182,6/30/2016 19:57,6/30/2016 20:02,B4619,315,128,17,Male,1983
Tr10424061,6/30/2016 19:51,6/30/2016 19:58,B2713,411,37,41,Female,1991
Tr10423956,6/30/2016 19:46,6/30/2016 20:09,B3015,1376,287,224,Male,1970
Tr10423852,6/30/2016 19:40,6/30/2016 19:46,B5221,401,183,69,Male,1968
Tr10423734,6/30/2016 19:33,6/30/2016 20:16,B2942,2564,181,212,,
Tr10423627,6/30/2016 19:27,6/30/2016 19:31,B585,249,333,61,Female,1987
Tr10423506,6/30/2016 19:21,6/30/2016 19:27,B3194,306,30,130,Female,1988
Tr10423386,6/30/2016 19:17,6/30/2016 19:34,B3154,988,298,304,Male,1985
Tr10423260,6/30/2016 19:12,6/30/2016 19:39,B5787,1602,80,152,Male,1985
Tr10423127,6/30/2016 19:07,6/30/2016 19:23,B5444,990,164,141,Male,1984
Tr10423009,6/30/2016 19:02,6/30/2016 19:12,B3295,578,49,26,Male,1987
Tr10422894,6/30/2016 18:58,6/30/2016 21:02,B3917,7463,337,291,Female,1989
Tr10422778,6/30/2016 18:53,6/30/2016 19:06,B5054,788,219,308,Female,1988
Tr10422668,6/30/2016 18:48,6/30/2016 19:25,B3521,2220,459,249,,
Tr10422558,6/30/2016 18:45,6/30/2016 18:52,B2827,445,134,233,Male,1989
Tr10422433,6/30/2016 18:40,6/30/2016 18:51,B2033,623,307,13,Male,1980
Tr10422299,6/30/2016 18:36,6/30/2016 19:01,B1376,1535,504,511,Male,1987
Tr10422187,6/30/2016 18:31,6/30/2016 18:44,B1182,759,100,126,Female,1990
Tr10422080,6/30/2016 18:27,6/30/2016 20:02,B796,5663,90,90,,
Tr10421968,6/30/2016 18:24,6/30/2016 18:46,B1071,1337,41,80,Female,1987
Tr10421840,6/30/2016 18:19,6/30/2016 18:36,B581,979,57,81,Male,1975
Tr10421722,6/30/2016 18:16,6/30/2016 18:19,B1179,164,160,276,Male,1983
Tr10421596,6/30/2016 18:12,6/30/2016 18:22,B4043,596,239,480,Male,1970
Tr10421474,6/30/2016 18:09,6/30/2016 18:21,B3335,698,327,158,Male,1991
Tr10421365,6/30/2016 18:06,6/30/2016 18:21,B3362,881,88,106,Male,1989
Tr10421260,6/30/2016 18:03,6/30/2016 18:07,B707,245,196,142,Male,1981
Tr10421149,6/30/2016 17:59,6/30/2016 18:04,B838,338,254,165,Male,1974
Tr10421038,6/30/2016 17:56,6/30/2016 18:08,B3134,702,142,43,Male,1951
Tr10420921,6/30/2016 17:53,6/30/2016 18:13,B2131,1178,226,249,Female,1991
Tr10420785,6/30/2016 17:50,6/30/2016 17:55,B4129,281,286,49,Male,1977
Tr10420664,6/30/2016 17:47,6/30/2016 18:04,B4415,1035,504,359,Male,1989
Tr10420543,6/30/2016 17:44,6/30/2016 17:56,B1900,746,498,276,Female,1989
Tr10420427,6/30/2016 17:40,6/30/2016 18:01,B5874,1267,225,114,,
Tr10420313,6/30/2016 17:37,6/30/2016 17:45,B1386,457,73,74,Male,1988
Tr10420198,6/30/2016 17:34,6/30/2016 17:37,B2889,190,130,69,Male,1989
Tr10420086,6/30/2016 17:31,6/30/2016 17:39,B1891,507,57,107,Female,1988
Tr10419979,6/30/2016 17:28,6/30/2016 17:52,B4208,1445,110,153,Male,1962
Tr10419869,6/30/2016 17:26,6/30/2016 17:32,B3139,392,111,291,Male,1984
Tr10419759,6/30/2016 17:23,6/30/2016 17:44,B4251,1301,77,87,Female,1986
Tr10419648,6/30/2016 17:20,6/30/2016 17:41,B3095,1294,44,109,Female,1989
Tr10419531,6/30/2016 17:17,6/30/2016 17:31,B542,821,182,33,Male,1993
Tr10419415,6/30/2016 17:15,6/30/2016 17:24,B561,545,224,332,Male,1983
Tr10419306,6/30/2016 17:12,6/30/2016 17:41,B4879,1741,52,303,Male,1961
Tr10419197,6/30/2016 17:09,6/30/2016 17:18,B175,542,177,268,Female,1972
Tr10419080,6/30/2016 17:07,6/30/2016 17:14,B5551,453,153,332,Male,1986
Tr10418975,6/30/2016 17:05,6/30/2016 17:11,B487,374,133,48,Female,1983
Tr10418873,6/30/2016 17:02,6/30/2016 17:05,B5548,142,240,306,Female,1992
Tr10418766,6/30/2016 16:59,6/30/2016 17:10,B2228,616,21,84,Female,1981
Tr10418656,6/30/2016 16:57,6/30/2016 17:15,B673,1110,481,123,Male,1987
Tr10418546,6/30/2016 16:54,6/30/2016 17:08,B456,818,91,74,Male,1971
Tr10418440,6/30/2016 16:51,6/30/2016 16:55,B5723,221,81,194,Male,1957
Tr10418316,6/30/2016 16:48,6/30/2016 17:15,B4481,1594,36,313,Male,1982
Tr10418206,6/30/2016 16:45,6/30/2016 16:56,B2345,696,196,289,Male,1988
Tr10418089,6/30/2016 16:41,6/30/2016 16:54,B1153,749,66,80,Male,1973
Tr10417964,6/30/2016 16:37,6/30/2016 16:45,B449,508,60,141,Male,1981
Tr10417857,6/30/2016 16:33,6/30/2016 16:40,B1828,385,496,260,Male,1985
Tr10417739,6/30/2016 16:29,6/30/2016 16:47,B3381,1080,177,296,,
Tr10417611,6/30/2016 16:24,6/30/2016 16:31,B4459,400,53,289,Male,1986
Tr10417494,6/30/2016 16:20,6/30/2016 16:33,B1654,787,212,301,Female,1989
Tr10417386,6/30/2016 16:16,6/30/2016 16:30,B1303,824,423,121,Male,1966
Tr10417277,6/30/2016 16:11,6/30/2016 16:17,B5770,377,600,596,Female,1987
Tr10417164,6/30/2016 16:06,6/30/2016 16:09,B1212,215,73,198,Male,1967
Tr10417054,6/30/2016 16:01,6/30/2016 16:18,B2982,1013,268,313,,
Tr10416934,6/30/2016 15:56,6/30/2016 16:08,B1991,734,191,277,Male,1986
Tr10416821,6/30/2016 15:52,6/30/2016 16:04,B5866,714,26,47,,
Tr10416712,6/30/2016 15:47,6/30/2016 15:56,B3870,574,423,247,Female,1989
Tr10416598,6/30/2016 15:41,6/30/2016 16:01,B4759,1172,287,194,,
Tr10416471,6/30/2016 15:35,6/30/2016 15:44,B2151,528,232,318,Male,1979
Tr10416345,6/30/2016 15:29,6/30/2016 16:03,B4571,2011,230,17,Female,1973
Tr10416229,6/30/2016 15:23,6/30/2016 15:29,B878,389,154,230,Male,1991
Tr10416078,6/30/2016 15:16,6/30/2016 15:24,B4182,501,283,77,Male,1988
Tr10415957,6/30/2016 15:09,6/30/2016 15:31,B285,1356,76,4,,
Tr10415821,6/30/2016 15:02,6/30/2016 15:20,B5501,1050,284,75,,
Tr10415698,6/30/2016 14:55,6/30/2016 14:57,B1399,152,161,211,Male,1959
Tr10415549,6/30/2016 14:47,6/30/2016 15:04,B4056,1072,341,76,,
Tr10415430,6/30/2016 14:39,6/30/2016 15:05,B5808,1570,85,177,,
Tr10415305,6/30/2016 14:31,6/30/2016 15:02,B1916,1874,177,35,,
Tr10415192,6/30/2016 14:24,6/30/2016 14:53,B1781,1746,26,3,,
Tr10415077,6/30/2016 14:15,6/30/2016 14:20,B5228,307,212,74,Male,1980
Tr10414961,6/30/2016 14:07,6/30/2016 14:27,B3133,1181,423,247,Female,1971
Tr10414844,6/30/2016 13:59,6/30/2016 14:32,B5376,1974,35,172,,
Tr10414735,6/30/2016 13:53,6/30/2016 14:20,B207,1588,35,3,,
Tr10414622,6/30/2016 13:47,6/30/2016 16:05,B5036,8317,141,141,,
Tr10414503,6/30/2016 13:40,6/30/2016 13:56,B4871,964,44,321,Male,1966
Tr10414357,6/30/2016 13:32,6/30/2016 13:38,B5313,352,211,53,Female,1957
Tr10414231,6/30/2016 13:25,6/30/2016 13:38,B1984,813,141,138,Female,1994
Tr10414093,6/30/2016 13:17,6/30/2016 13:21,B2238,266,41,33,Male,1981
Tr10413962,6/30/2016 13:09,6/30/2016 13:14,B5245,292,49,77,Male,1975
Tr10413852,6/30/2016 13:01,6/30/2016 13:07,B5485,357,346,198,,
Tr10413732,6/30/2016 12:52,6/30/2016 13:14,B507,1324,6,268,,
Tr10413621,6/30/2016 12:45,6/30/2016 12:49,B4646,259,354,447,Male,1996
Tr10413497,6/30/2016 12:38,6/30/2016 12:51,B3801,794,6,35,,
Tr10413385,6/30/2016 12:30,6/30/2016 12:51,B5370,1246,73,59,,
Tr10413270,6/30/2016 12:23,6/30/2016 12:35,B5784,724,211,92,Male,1986
Tr10413152,6/30/2016 12:17,6/30/2016 12:22,B870,295,182,53,Male,1978
Tr10413005,6/30/2016 12:09,6/30/2016 12:32,B1976,1375,230,329,Male,1985
Tr10412877,6/30/2016 12:03,6/30/2016 12:09,B2600,397,49,196,Female,1986
Tr10412733,6/30/2016 11:54,6/30/2016 11:57,B2112,203,74,53,Female,1964
Tr10412608,6/30/2016 11:45,6/30/2016 12:04,B5332,1144,56,59,,
Tr10412497,6/30/2016 11:38,6/30/2016 11:43,B967,296,66,51,Male,1983
Tr10412369,6/30/2016 11:29,6/30/2016 11:53,B1197,1431,333,34,,
Tr10412232,6/30/2016 11:19,6/30/2016 11:29,B4838,569,224,307,,
Tr10412105,6/30/2016 11:10,6/30/2016 11:22,B4149,728,313,332,Female,1991
Tr10411982,6/30/2016 11:02,6/30/2016 11:20,B3765,1099,45,45,Male,1967
Tr10411858,6/30/2016 10:49,6/30/2016 11:07,B5799,1096,192,173,Male,1983
Tr10411727,6/30/2016 10:39,6/30/2016 10:47,B5540,482,48,331,Male,1990
Tr10411603,6/30/2016 10:27,6/30/2016 10:38,B1999,612,81,176,Male,1990
Tr10411451,6/30/2016 10:17,6/30/2016 10:29,B5686,715,24,91,,
Tr10411303,6/30/2016 10:07,6/30/2016 10:16,B1831,533,50,110,Male,1981
Tr10411148,6/30/2016 9:54,6/30/2016 10:01,B1333,430,394,33,Male,1971
Tr10411026,6/30/2016 9:44,6/30/2016 10:32,B4264,2908,35,35,,
Tr10410906,6/30/2016 9:34,6/30/2016 9:37,B3925,152,164,51,Female,1970
Tr10410785,6/30/2016 9:25,6/30/2016 9:33,B466,508,84,98,Male,1985
Tr10410662,6/30/2016 9:16,6/30/2016 9:40,B5287,1410,300,100,Male,1955
Tr10410543,6/30/2016 9:10,6/30/2016 9:17,B1717,396,247,423,Male,1986
Tr10410399,6/30/2016 9:05,6/30/2016 9:14,B3831,574,6,284,,
Tr10410240,6/30/2016 8:59,6/30/2016 9:08,B1349,519,71,287,Male,1984
Tr10410099,6/30/2016 8:53,6/30/2016 8:58,B1867,308,374,128,Female,1994
Tr10409980,6/30/2016 8:49,6/30/2016 8:54,B1094,304,198,109,Male,1963
Tr10409854,6/30/2016 8:45,6/30/2016 8:53,B1084,494,298,344,Male,1967
Tr10409724,6/30/2016 8:41,6/30/2016 8:46,B1234,304,125,212,Male,1990
Tr10409597,6/30/2016 8:36,6/30/2016 8:47,B5383,662,597,596,Female,1990
Tr10409481,6/30/2016 8:32,6/30/2016 8:48,B2754,941,17,191,Male,1982
Tr10409373,6/30/2016 8:29,6/30/2016 8:36,B4582,461,85,142,Male,1967
Tr10409257,6/30/2016 8:24,6/30/2016 8:34,B5885,569,66,74,Male,1976
Tr10409128,6/30/2016 8:20,6/30/2016 8:42,B4003,1359,116,289,Male,1962
Tr10409010,6/30/2016 8:16,6/30/2016 8:32,B5330,964,77,24,Male,1972
Tr10408880,6/30/2016 8:11,6/30/2016 8:29,B260,1087,191,85,,
Tr10408765,6/30/2016 8:08,6/30/2016 8:12,B5576,269,354,432,Male,1986
Tr10408657,6/30/2016 8:03,6/30/2016 8:15,B3931,692,138,18,Male,1992
Tr10408541,6/30/2016 7:59,6/30/2016 8:04,B2334,260,295,325,Male,1979
Tr10408407,6/30/2016 7:55,6/30/2016 8:02,B4641,385,77,80,Female,1986
Tr10408270,6/30/2016 7:51,6/30/2016 7:54,B5570,172,359,48,Male,1985
Tr10408152,6/30/2016 7:47,6/30/2016 7:54,B5280,432,75,71,Male,1978
Tr10408040,6/30/2016 7:42,6/30/2016 7:51,B3522,543,321,191,Male,1989
Tr10407931,6/30/2016 7:37,6/30/2016 7:53,B5864,955,220,364,Male,1990
Tr10407644,6/30/2016 7:32,6/30/2016 7:39,B4445,414,255,338,Female,1984
Tr10407529,6/30/2016 7:27,6/30/2016 7:48,B1922,1269,289,217,Female,1984
Tr10407413,6/30/2016 7:22,6/30/2016 7:33,B1185,654,91,119,Male,1979
Tr10407298,6/30/2016 7:16,6/30/2016 7:21,B48,274,464,242,Female,1959
Tr10407182,6/30/2016 7:10,6/30/2016 7:16,B1877,374,212,77,Male,1969
Tr10407070,6/30/2016 7:01,6/30/2016 7:05,B5445,235,80,346,Male,1992
Tr10406935,6/30/2016 6:53,6/30/2016 7:01,B260,448,77,80,Male,1968
Tr10406820,6/30/2016 6:44,6/30/2016 6:47,B1587,213,347,257,Female,1992
Tr10406716,6/30/2016 6:33,6/30/2016 6:46,B5338,762,268,87,Male,1985
Tr10406605,6/30/2016 6:20,6/30/2016 6:26,B2336,383,43,191,Male,1986
Tr10406486,6/30/2016 6:06,6/30/2016 6:23,B1790,983,177,177,,
Tr10406380,6/30/2016 5:43,6/30/2016 7:42,B5572,7134,107,147,Male,1991
Tr10406270,6/30/2016 3:14,6/30/2016 3:19,B3650,300,84,77,Male,1985
Tr10406165,6/30/2016 0:24,6/30/2016 0:41,B2806,1003,88,116,Male,1975
Tr10426596,6/30/2016 23:42,6/30/2016 23:52,B5809,609,460,459,,
Tr10426478,6/30/2016 23:14,6/30/2016 23:42,B1858,1717,35,90,,
Tr10426352,6/30/2016 22:55,6/30/2016 23:35,B5110,2410,268,478,,
Tr10426209,6/30/2016 22:35,6/30/2016 23:03,B1151,1719,268,340,,
Tr10426074,6/30/2016 22:21,6/30/2016 22:36,B2797,904,188,332,Female,1968
Tr10425928,6/30/2016 22:08,6/30/2016 22:13,B1761,263,264,39,Male,1985
Tr10425792,6/30/2016 21:55,6/30/2016 22:15,B4626,1200,226,497,Male,1988
Tr10425680,6/30/2016 21:44,6/30/2016 21:50,B4621,387,46,118,Male,1987
Tr10425569,6/30/2016 21:33,6/30/2016 21:37,B5766,247,240,231,Male,1982
Tr10425434,6/30/2016 21:21,6/30/2016 21:47,B533,1570,35,329,Female,1989
Tr10425315,6/30/2016 21:12,6/30/2016 21:39,B1457,1604,509,125,Male,1982
Tr10425172,6/30/2016 21:02,6/30/2016 21:16,B3845,807,195,56,Male,1989
Tr10425041,6/30/2016 20:53,6/30/2016 20:59,B3384,361,453,447,Female,1973
Tr10424918,6/30/2016 20:45,6/30/2016 20:46,B5340,111,211,142,Male,1965
Tr10424807,6/30/2016 20:36,6/30/2016 20:41,B5560,279,38,43,Male,1991
Tr10424680,6/30/2016 20:27,6/30/2016 20:43,B5646,925,175,129,Male,1992
Tr10424542,6/30/2016 20:19,6/30/2016 20:28,B4526,550,500,498,Male,1970
Tr10424417,6/30/2016 20:12,6/30/2016 20:15,B1315,168,442,348,Male,1953
Tr10424284,6/30/2016 20:04,6/30/2016 20:27,B1101,1352,286,144,Female,1986
Tr10424172,6/30/2016 19:56,6/30/2016 20:17,B5374,1212,45,197,,
Tr10424051,6/30/2016 19:51,6/30/2016 19:58,B1067,431,280,403,,
Tr10423945,6/30/2016 19:46,6/30/2016 19:50,B3260,249,39,284,,
Tr10423840,6/30/2016 19:38,6/30/2016 19:41,B537,188,38,38,Female,1987
Tr10423724,6/30/2016 19:32,6/30/2016 19:45,B3260,754,36,39,,
Tr10423616,6/30/2016 19:27,6/30/2016 19:39,B5682,748,302,166,Female,1968
Tr10423496,6/30/2016 19:21,6/30/2016 19:25,B4379,213,320,342,Male,1988
Tr10423374,6/30/2016 19:17,6/30/2016 19:24,B356,453,290,260,Female,1989
Tr10423244,6/30/2016 19:11,6/30/2016 19:27,B1044,916,4,321,Male,1980
Tr10423107,6/30/2016 19:06,6/30/2016 19:17,B1622,635,172,142,Female,1993
Tr10422999,6/30/2016 19:01,6/30/2016 19:20,B4934,1132,263,4,,
Tr10422884,6/30/2016 18:57,6/30/2016 19:14,B445,1005,133,25,Female,1989
Tr10422768,6/30/2016 18:53,6/30/2016 19:19,B3595,1572,117,249,Female,1993
Tr10422658,6/30/2016 18:48,6/30/2016 18:57,B5223,510,133,196,Male,1983
Tr10422547,6/30/2016 18:45,6/30/2016 18:52,B5454,430,359,28,Male,1982
Tr10422419,6/30/2016 18:40,6/30/2016 18:48,B4047,528,69,331,Male,1987
Tr10422288,6/30/2016 18:35,6/30/2016 18:48,B2730,764,44,26,,
Tr10422177,6/30/2016 18:30,6/30/2016 18:43,B5716,786,29,161,Male,1986
Tr10422069,6/30/2016 18:27,6/30/2016 18:31,B875,240,217,21,Male,1978
Tr10421956,6/30/2016 18:23,6/30/2016 18:28,B4573,304,110,51,Male,1979
Tr10421828,6/30/2016 18:19,6/30/2016 18:34,B2774,907,50,172,Male,1978
Tr10421711,6/30/2016 18:16,6/30/2016 18:23,B3751,428,60,307,Female,1990
Tr10421585,6/30/2016 18:12,6/30/2016 18:31,B4121,1131,194,29,Female,1985
Tr10421462,6/30/2016 18:09,6/30/2016 18:27,B2549,1109,17,87,,
Tr10421355,6/30/2016 18:06,6/30/2016 18:07,B5601,86,280,280,Male,1984
Tr10421249,6/30/2016 18:02,6/30/2016 18:21,B5566,1125,108,120,,
Tr10421139,6/30/2016 17:58,6/30/2016 18:09,B4072,662,296,117,Male,1989
Tr10421028,6/30/2016 17:56,6/30/2016 17:59,B2380,213,117,154,Male,1991
Tr10420907,6/30/2016 17:53,6/30/2016 18:09,B3299,953,331,99,Male,1989
Tr10420772,6/30/2016 17:50,6/30/2016 18:01,B5376,683,182,77,Male,1991
Tr10420652,6/30/2016 17:47,6/30/2016 18:14,B2016,1623,180,304,Male,1987
Tr10420531,6/30/2016 17:43,6/30/2016 17:53,B4970,571,53,141,Female,1978
Tr10420417,6/30/2016 17:40,6/30/2016 17:44,B1411,254,309,222,Male,1990
Tr10420302,6/30/2016 17:37,6/30/2016 17:41,B5701,216,174,198,Male,1989
Tr10420186,6/30/2016 17:34,6/30/2016 17:49,B1237,938,45,341,Male,1994
Tr10420073,6/30/2016 17:31,6/30/2016 17:40,B3032,527,212,140,Male,1989
Tr10419968,6/30/2016 17:28,6/30/2016 17:47,B5141,1108,284,268,Male,1986
Tr10419856,6/30/2016 17:25,6/30/2016 17:55,B2410,1764,186,259,Male,1988
Tr10419748,6/30/2016 17:22,6/30/2016 17:29,B1849,398,81,110,Female,1993
Tr10419637,6/30/2016 17:20,6/30/2016 17:58,B4526,2279,500,500,Male,1982
Tr10419520,6/30/2016 17:17,6/30/2016 17:27,B1331,585,71,49,Male,1973
Tr10419403,6/30/2016 17:14,6/30/2016 17:38,B3515,1422,174,144,Male,1986
Tr10419295,6/30/2016 17:11,6/30/2016 17:23,B307,673,331,58,Male,1992
Tr10419187,6/30/2016 17:09,6/30/2016 17:17,B3084,471,322,417,,
Tr10419070,6/30/2016 17:07,6/30/2016 17:09,B817,152,115,156,Male,1990
Tr10418965,6/30/2016 17:05,6/30/2016 17:22,B2346,1047,85,268,,
Tr10418863,6/30/2016 17:02,6/30/2016 17:05,B5598,169,198,91,Male,1958
Tr10418756,6/30/2016 16:59,6/30/2016 22:57,B2426,21480,177,43,,
Tr10418645,6/30/2016 16:56,6/30/2016 17:22,B2762,1514,142,156,Female,1989
Tr10418535,6/30/2016 16:54,6/30/2016 17:16,B3990,1322,286,142,Female,1968
Tr10418430,6/30/2016 16:51,6/30/2016 17:33,B4058,2530,147,268,,
Tr10418306,6/30/2016 16:48,6/30/2016 17:06,B3751,1058,81,60,Male,1984
Tr10418192,6/30/2016 16:44,6/30/2016 16:50,B3378,330,57,68,Male,1985
Tr10418070,6/30/2016 16:41,6/30/2016 16:50,B3484,551,460,311,Male,1957
Tr10417954,6/30/2016 16:36,6/30/2016 16:51,B4843,856,50,338,Male,1977
Tr10417844,6/30/2016 16:33,6/30/2016 16:40,B3399,434,58,307,Female,1981
